'id_car_option_value','id_car_option','id_car_equipment','is_base','date_create','date_update','id_car_type'
'748033','1047','12211','1','1464499629','1464499629','1'
'748034','86','12211','1','1464499629','1464499629','1'
'748035','15398','12211','1','1464499629','1464499629','1'
'748036','6566','12211','1','1464499629','1464499629','1'
'748037','20497','12211','1','1464499629','1464499629','1'
'748038','48','12211','1','1464499629','1464499629','1'
'748039','236','12211','1','1464499629','1464499629','1'
'748040','216','12211','1','1464499629','1464499629','1'
'748041','664','12211','1','1464499629','1464499629','1'
'748042','6545','12211','1','1464499629','1464499629','1'
'748043','6546','12211','1','1464499629','1464499629','1'
'748044','347','12211','1','1464499629','1464499629','1'
'748045','1050','12211','1','1464499629','1464499629','1'
'748046','1051','12211','1','1464499629','1464499629','1'
'748047','181','12211','1','1464499629','1464499629','1'
'748048','2','12213','1','1464499630','1464499630','1'
'748049','3','12213','1','1464499630','1464499630','1'
'748050','98','12213','1','1464499630','1464499630','1'
'748051','1242','12213','1','1464499630','1464499630','1'
'748052','979','12213','1','1464499630','1464499630','1'
'748053','70','12213','1','1464499630','1464499630','1'
'748054','980','12213','1','1464499630','1464499630','1'
'748055','981','12213','1','1464499630','1464499630','1'
'748056','982','12213','1','1464499630','1464499630','1'
'748057','759','12213','1','1464499630','1464499630','1'
'748058','983','12213','1','1464499630','1464499630','1'
'748059','984','12213','1','1464499630','1464499630','1'
'748060','985','12213','1','1464499630','1464499630','1'
'748061','986','12213','1','1464499630','1464499630','1'
'748062','987','12213','1','1464499630','1464499630','1'
'748063','1245','12213','1','1464499630','1464499630','1'
'748064','494','12213','1','1464499630','1464499630','1'
'748065','1246','12213','1','1464499630','1464499630','1'
'748066','544','12213','1','1464499630','1464499630','1'
'748067','1247','12213','1','1464499630','1464499630','1'
'748068','988','12213','1','1464499630','1464499630','1'
'748069','855','12213','1','1464499630','1464499630','1'
'748070','1248','12213','1','1464499630','1464499630','1'
'748071','20498','12213','1','1464499630','1464499630','1'
'748072','20499','12213','1','1464499630','1464499630','1'
'748073','20500','12213','1','1464499630','1464499630','1'
'748074','499','12213','1','1464499630','1464499630','1'
'748075','1249','12213','1','1464499630','1464499630','1'
'748076','1250','12213','1','1464499630','1464499630','1'
'748077','993','12213','1','1464499630','1464499630','1'
'748078','1152','12213','1','1464499630','1464499630','1'
'748079','14','12213','1','1464499630','1464499630','1'
'748080','994','12213','1','1464499630','1464499630','1'
'748081','995','12213','1','1464499630','1464499630','1'
'748082','998','12213','1','1464499630','1464499630','1'
'748083','861','12213','1','1464499630','1464499630','1'
'748084','999','12213','1','1464499630','1464499630','1'
'748085','1095','12213','1','1464499630','1464499630','1'
'748086','1096','12213','1','1464499630','1464499630','1'
'748087','1251','12213','1','1464499630','1464499630','1'
'748088','1000','12213','1','1464499630','1464499630','1'
'748089','19','12213','1','1464499630','1464499630','1'
'748090','863','12213','1','1464499630','1464499630','1'
'748091','107','12213','1','1464499630','1464499630','1'
'748092','1002','12213','1','1464499630','1464499630','1'
'748093','1252','12213','1','1464499630','1464499630','1'
'748094','1253','12213','1','1464499630','1464499630','1'
'748095','22','12213','1','1464499630','1464499630','1'
'748096','1003','12213','1','1464499630','1464499630','1'
'748097','1098','12213','1','1464499630','1464499630','1'
'748098','83','12213','1','1464499630','1464499630','1'
'748099','1004','12213','1','1464499630','1464499630','1'
'748100','1010','12213','1','1464499630','1464499630','1'
'748101','1011','12213','1','1464499630','1464499630','1'
'748102','1196','12213','1','1464499630','1464499630','1'
'748103','1013','12213','1','1464499630','1464499630','1'
'748104','1254','12213','1','1464499630','1464499630','1'
'748105','1015','12213','1','1464499630','1464499630','1'
'748106','1068','12213','1','1464499630','1464499630','1'
'748107','1017','12213','1','1464499630','1464499630','1'
'748108','213','12213','1','1464499630','1464499630','1'
'748109','1198','12213','1','1464499630','1464499630','1'
'748110','1019','12213','1','1464499630','1464499630','1'
'748111','1020','12213','1','1464499630','1464499630','1'
'748112','339','12213','1','1464499630','1464499630','1'
'748113','896','12213','1','1464499630','1464499630','1'
'748114','1256','12213','1','1464499630','1464499630','1'
'748115','1257','12213','1','1464499630','1464499630','1'
'748116','1100','12213','1','1464499630','1464499630','1'
'748117','1258','12213','1','1464499630','1464499630','1'
'748118','185','12213','1','1464499630','1464499630','1'
'748119','1141','12213','1','1464499630','1464499630','1'
'748120','218','12213','1','1464499630','1464499630','1'
'748121','1023','12213','1','1464499630','1464499630','1'
'748122','1024','12213','1','1464499630','1464499630','1'
'748123','1026','12213','1','1464499630','1464499630','1'
'748124','455','12213','1','1464499630','1464499630','1'
'748125','409','12213','1','1464499630','1464499630','1'
'748126','202','12213','1','1464499630','1464499630','1'
'748127','36','12213','1','1464499630','1464499630','1'
'748128','1027','12213','1','1464499630','1464499630','1'
'748129','1028','12213','1','1464499630','1464499630','1'
'748130','1029','12213','1','1464499630','1464499630','1'
'748131','1030','12213','1','1464499630','1464499630','1'
'748132','18536','12213','1','1464499630','1464499630','1'
'748133','589','12213','1','1464499630','1464499630','1'
'748134','1031','12213','1','1464499630','1464499630','1'
'748135','1032','12213','1','1464499630','1464499630','1'
'748136','1033','12213','1','1464499630','1464499630','1'
'748137','1034','12213','1','1464499630','1464499630','1'
'748138','1176','12213','1','1464499630','1464499630','1'
'748139','1260','12213','1','1464499630','1464499630','1'
'748140','1036','12213','1','1464499630','1464499630','1'
'748141','945','12213','1','1464499630','1464499630','1'
'748142','1037','12213','1','1464499630','1464499630','1'
'748143','1038','12213','1','1464499630','1464499630','1'
'748144','1039','12213','1','1464499630','1464499630','1'
'748145','1040','12213','1','1464499630','1464499630','1'
'748146','20501','12213','1','1464499631','1464499631','1'
'748147','20502','12213','1','1464499631','1464499631','1'
'748148','1265','12213','1','1464499631','1464499631','1'
'748149','130','12213','1','1464499631','1464499631','1'
'748150','1041','12213','1','1464499631','1464499631','1'
'748151','1042','12213','1','1464499631','1464499631','1'
'748152','232','12213','1','1464499631','1464499631','1'
'748153','1043','12213','1','1464499631','1464499631','1'
'748154','1044','12213','1','1464499631','1464499631','1'
'748155','1045','12213','1','1464499631','1464499631','1'
'748156','1046','12213','1','1464499631','1464499631','1'
'748157','1047','12213','1','1464499631','1464499631','1'
'748158','86','12213','1','1464499631','1464499631','1'
'748159','1048','12213','1','1464499631','1464499631','1'
'748160','1105','12213','1','1464499631','1464499631','1'
'748161','1106','12213','1','1464499631','1464499631','1'
'748162','236','12213','1','1464499631','1464499631','1'
'748163','20503','12213','1','1464499631','1464499631','1'
'748164','1082','12213','1','1464499631','1464499631','1'
'748165','1083','12213','1','1464499631','1464499631','1'
'748166','1271','12213','1','1464499631','1464499631','1'
'748167','1050','12213','1','1464499631','1464499631','1'
'748168','1051','12213','1','1464499631','1464499631','1'
'748169','1054','12213','1','1464499631','1464499631','1'
'748170','1107','12213','1','1464499631','1464499631','1'
'748171','2','12214','1','1464499631','1464499631','1'
'748172','3','12214','1','1464499631','1464499631','1'
'748173','98','12214','1','1464499631','1464499631','1'
'748174','1242','12214','1','1464499631','1464499631','1'
'748175','979','12214','1','1464499631','1464499631','1'
'748176','70','12214','1','1464499631','1464499631','1'
'748177','980','12214','1','1464499631','1464499631','1'
'748178','981','12214','1','1464499631','1464499631','1'
'748179','982','12214','1','1464499631','1464499631','1'
'748180','759','12214','1','1464499631','1464499631','1'
'748181','983','12214','1','1464499631','1464499631','1'
'748182','984','12214','1','1464499631','1464499631','1'
'748183','985','12214','1','1464499631','1464499631','1'
'748184','986','12214','1','1464499631','1464499631','1'
'748185','987','12214','1','1464499631','1464499631','1'
'748186','1245','12214','1','1464499631','1464499631','1'
'748187','494','12214','1','1464499631','1464499631','1'
'748188','1246','12214','1','1464499631','1464499631','1'
'748189','544','12214','1','1464499631','1464499631','1'
'748190','1247','12214','1','1464499631','1464499631','1'
'748191','988','12214','1','1464499631','1464499631','1'
'748192','855','12214','1','1464499631','1464499631','1'
'748193','1248','12214','1','1464499631','1464499631','1'
'748194','20498','12214','1','1464499631','1464499631','1'
'748195','20499','12214','1','1464499631','1464499631','1'
'748196','20500','12214','1','1464499631','1464499631','1'
'748197','499','12214','1','1464499631','1464499631','1'
'748198','1249','12214','1','1464499631','1464499631','1'
'748199','1250','12214','1','1464499631','1464499631','1'
'748200','993','12214','1','1464499631','1464499631','1'
'748201','1152','12214','1','1464499631','1464499631','1'
'748202','14','12214','1','1464499631','1464499631','1'
'748203','994','12214','1','1464499631','1464499631','1'
'748204','995','12214','1','1464499631','1464499631','1'
'748205','998','12214','1','1464499631','1464499631','1'
'748206','861','12214','1','1464499631','1464499631','1'
'748207','999','12214','1','1464499631','1464499631','1'
'748208','1055','12214','1','1464499631','1464499631','1'
'748209','1095','12214','1','1464499631','1464499631','1'
'748210','1096','12214','1','1464499631','1464499631','1'
'748211','1251','12214','1','1464499631','1464499631','1'
'748212','1000','12214','1','1464499631','1464499631','1'
'748213','19','12214','1','1464499631','1464499631','1'
'748214','863','12214','1','1464499631','1464499631','1'
'748215','107','12214','1','1464499631','1464499631','1'
'748216','1002','12214','1','1464499631','1464499631','1'
'748217','1252','12214','1','1464499631','1464499631','1'
'748218','1253','12214','1','1464499631','1464499631','1'
'748219','22','12214','1','1464499631','1464499631','1'
'748220','1003','12214','1','1464499631','1464499631','1'
'748221','1098','12214','1','1464499631','1464499631','1'
'748222','83','12214','1','1464499631','1464499631','1'
'748223','1004','12214','1','1464499631','1464499631','1'
'748224','1010','12214','1','1464499631','1464499631','1'
'748225','1011','12214','1','1464499631','1464499631','1'
'748226','1196','12214','1','1464499631','1464499631','1'
'748227','1013','12214','1','1464499632','1464499632','1'
'748228','1254','12214','1','1464499632','1464499632','1'
'748229','1015','12214','1','1464499632','1464499632','1'
'748230','1068','12214','1','1464499632','1464499632','1'
'748231','1017','12214','1','1464499632','1464499632','1'
'748232','213','12214','1','1464499632','1464499632','1'
'748233','1198','12214','1','1464499632','1464499632','1'
'748234','1019','12214','1','1464499632','1464499632','1'
'748235','1020','12214','1','1464499632','1464499632','1'
'748236','339','12214','1','1464499632','1464499632','1'
'748237','896','12214','1','1464499632','1464499632','1'
'748238','1256','12214','1','1464499632','1464499632','1'
'748239','1257','12214','1','1464499632','1464499632','1'
'748240','1100','12214','1','1464499632','1464499632','1'
'748241','1258','12214','1','1464499632','1464499632','1'
'748242','185','12214','1','1464499632','1464499632','1'
'748243','1141','12214','1','1464499632','1464499632','1'
'748244','218','12214','1','1464499632','1464499632','1'
'748245','1023','12214','1','1464499632','1464499632','1'
'748246','1024','12214','1','1464499632','1464499632','1'
'748247','1026','12214','1','1464499632','1464499632','1'
'748248','455','12214','1','1464499632','1464499632','1'
'748249','1056','12214','1','1464499632','1464499632','1'
'748250','409','12214','1','1464499632','1464499632','1'
'748251','202','12214','1','1464499632','1464499632','1'
'748252','1057','12214','1','1464499632','1464499632','1'
'748253','1027','12214','1','1464499632','1464499632','1'
'748254','1028','12214','1','1464499632','1464499632','1'
'748255','1029','12214','1','1464499632','1464499632','1'
'748256','1030','12214','1','1464499632','1464499632','1'
'748257','18536','12214','1','1464499632','1464499632','1'
'748258','589','12214','1','1464499632','1464499632','1'
'748259','1031','12214','1','1464499632','1464499632','1'
'748260','1032','12214','1','1464499632','1464499632','1'
'748261','1033','12214','1','1464499632','1464499632','1'
'748262','1034','12214','1','1464499632','1464499632','1'
'748263','1176','12214','1','1464499632','1464499632','1'
'748264','1260','12214','1','1464499632','1464499632','1'
'748265','1036','12214','1','1464499632','1464499632','1'
'748266','945','12214','1','1464499632','1464499632','1'
'748267','1037','12214','1','1464499632','1464499632','1'
'748268','1038','12214','1','1464499632','1464499632','1'
'748269','1039','12214','1','1464499632','1464499632','1'
'748270','1040','12214','1','1464499632','1464499632','1'
'748271','20501','12214','1','1464499632','1464499632','1'
'748272','20502','12214','1','1464499632','1464499632','1'
'748273','1265','12214','1','1464499632','1464499632','1'
'748274','130','12214','1','1464499632','1464499632','1'
'748275','1041','12214','1','1464499632','1464499632','1'
'748276','1042','12214','1','1464499632','1464499632','1'
'748277','232','12214','1','1464499632','1464499632','1'
'748278','1043','12214','1','1464499632','1464499632','1'
'748279','1044','12214','1','1464499632','1464499632','1'
'748280','1045','12214','1','1464499632','1464499632','1'
'748281','1046','12214','1','1464499632','1464499632','1'
'748282','1047','12214','1','1464499632','1464499632','1'
'748283','86','12214','1','1464499632','1464499632','1'
'748284','1048','12214','1','1464499632','1464499632','1'
'748285','1105','12214','1','1464499632','1464499632','1'
'748286','1106','12214','1','1464499632','1464499632','1'
'748287','236','12214','1','1464499632','1464499632','1'
'748288','20503','12214','1','1464499632','1464499632','1'
'748289','1082','12214','1','1464499632','1464499632','1'
'748290','1083','12214','1','1464499632','1464499632','1'
'748291','1271','12214','1','1464499632','1464499632','1'
'748292','1050','12214','1','1464499632','1464499632','1'
'748293','1051','12214','1','1464499632','1464499632','1'
'748294','1054','12214','1','1464499632','1464499632','1'
'748295','1107','12214','1','1464499632','1464499632','1'
'748296','2','12215','1','1464499632','1464499632','1'
'748297','3','12215','1','1464499632','1464499632','1'
'748298','98','12215','1','1464499632','1464499632','1'
'748299','1242','12215','1','1464499632','1464499632','1'
'748300','979','12215','1','1464499632','1464499632','1'
'748301','70','12215','1','1464499632','1464499632','1'
'748302','980','12215','1','1464499632','1464499632','1'
'748303','981','12215','1','1464499632','1464499632','1'
'748304','982','12215','1','1464499632','1464499632','1'
'748305','759','12215','1','1464499632','1464499632','1'
'748306','983','12215','1','1464499632','1464499632','1'
'748307','984','12215','1','1464499632','1464499632','1'
'748308','985','12215','1','1464499632','1464499632','1'
'748309','986','12215','1','1464499632','1464499632','1'
'748310','987','12215','1','1464499632','1464499632','1'
'748311','1245','12215','1','1464499632','1464499632','1'
'748312','494','12215','1','1464499632','1464499632','1'
'748313','1246','12215','1','1464499632','1464499632','1'
'748314','544','12215','1','1464499632','1464499632','1'
'748315','1247','12215','1','1464499632','1464499632','1'
'748316','988','12215','1','1464499632','1464499632','1'
'748317','855','12215','1','1464499632','1464499632','1'
'748318','1248','12215','1','1464499632','1464499632','1'
'748319','20498','12215','1','1464499632','1464499632','1'
'748320','20499','12215','1','1464499632','1464499632','1'
'748321','20500','12215','1','1464499632','1464499632','1'
'748322','499','12215','1','1464499632','1464499632','1'
'748323','1249','12215','1','1464499632','1464499632','1'
'748324','1250','12215','1','1464499632','1464499632','1'
'748325','993','12215','1','1464499632','1464499632','1'
'748326','1152','12215','1','1464499632','1464499632','1'
'748327','14','12215','1','1464499632','1464499632','1'
'748328','994','12215','1','1464499632','1464499632','1'
'748329','995','12215','1','1464499632','1464499632','1'
'748330','998','12215','1','1464499632','1464499632','1'
'748331','861','12215','1','1464499632','1464499632','1'
'748332','999','12215','1','1464499632','1464499632','1'
'748333','1055','12215','1','1464499632','1464499632','1'
'748334','1095','12215','1','1464499632','1464499632','1'
'748335','1096','12215','1','1464499632','1464499632','1'
'748336','1251','12215','1','1464499632','1464499632','1'
'748337','1000','12215','1','1464499632','1464499632','1'
'748338','19','12215','1','1464499632','1464499632','1'
'748339','863','12215','1','1464499632','1464499632','1'
'748340','107','12215','1','1464499632','1464499632','1'
'748341','1002','12215','1','1464499632','1464499632','1'
'748342','1252','12215','1','1464499632','1464499632','1'
'748343','1253','12215','1','1464499632','1464499632','1'
'748344','22','12215','1','1464499632','1464499632','1'
'748345','1003','12215','1','1464499632','1464499632','1'
'748346','1098','12215','1','1464499632','1464499632','1'
'748347','83','12215','1','1464499632','1464499632','1'
'748348','1004','12215','1','1464499632','1464499632','1'
'748349','1010','12215','1','1464499632','1464499632','1'
'748350','1011','12215','1','1464499632','1464499632','1'
'748351','1196','12215','1','1464499632','1464499632','1'
'748352','1013','12215','1','1464499632','1464499632','1'
'748353','1254','12215','1','1464499632','1464499632','1'
'748354','1015','12215','1','1464499632','1464499632','1'
'748355','1068','12215','1','1464499632','1464499632','1'
'748356','1017','12215','1','1464499632','1464499632','1'
'748357','213','12215','1','1464499633','1464499633','1'
'748358','1198','12215','1','1464499633','1464499633','1'
'748359','1019','12215','1','1464499633','1464499633','1'
'748360','1020','12215','1','1464499633','1464499633','1'
'748361','339','12215','1','1464499633','1464499633','1'
'748362','896','12215','1','1464499633','1464499633','1'
'748363','1256','12215','1','1464499633','1464499633','1'
'748364','1257','12215','1','1464499633','1464499633','1'
'748365','1100','12215','1','1464499633','1464499633','1'
'748366','1258','12215','1','1464499633','1464499633','1'
'748367','185','12215','1','1464499633','1464499633','1'
'748368','1141','12215','1','1464499633','1464499633','1'
'748369','218','12215','1','1464499633','1464499633','1'
'748370','1023','12215','1','1464499633','1464499633','1'
'748371','1024','12215','1','1464499633','1464499633','1'
'748372','1026','12215','1','1464499633','1464499633','1'
'748373','455','12215','1','1464499633','1464499633','1'
'748374','1056','12215','1','1464499633','1464499633','1'
'748375','409','12215','1','1464499633','1464499633','1'
'748376','202','12215','1','1464499633','1464499633','1'
'748377','1057','12215','1','1464499633','1464499633','1'
'748378','1027','12215','1','1464499633','1464499633','1'
'748379','1028','12215','1','1464499633','1464499633','1'
'748380','1029','12215','1','1464499633','1464499633','1'
'748381','1030','12215','1','1464499633','1464499633','1'
'748382','18536','12215','1','1464499633','1464499633','1'
'748383','589','12215','1','1464499633','1464499633','1'
'748384','1031','12215','1','1464499633','1464499633','1'
'748385','1032','12215','1','1464499633','1464499633','1'
'748386','1033','12215','1','1464499633','1464499633','1'
'748387','1034','12215','1','1464499633','1464499633','1'
'748388','1176','12215','1','1464499633','1464499633','1'
'748389','1260','12215','1','1464499633','1464499633','1'
'748390','1036','12215','1','1464499633','1464499633','1'
'748391','945','12215','1','1464499633','1464499633','1'
'748392','1037','12215','1','1464499633','1464499633','1'
'748393','1038','12215','1','1464499633','1464499633','1'
'748394','1039','12215','1','1464499633','1464499633','1'
'748395','1040','12215','1','1464499633','1464499633','1'
'748396','20501','12215','1','1464499633','1464499633','1'
'748397','20502','12215','1','1464499633','1464499633','1'
'748398','1265','12215','1','1464499633','1464499633','1'
'748399','130','12215','1','1464499633','1464499633','1'
'748400','1041','12215','1','1464499633','1464499633','1'
'748401','1042','12215','1','1464499633','1464499633','1'
'748402','232','12215','1','1464499633','1464499633','1'
'748403','1043','12215','1','1464499633','1464499633','1'
'748404','1044','12215','1','1464499633','1464499633','1'
'748405','1045','12215','1','1464499633','1464499633','1'
'748406','1046','12215','1','1464499633','1464499633','1'
'748407','1047','12215','1','1464499633','1464499633','1'
'748408','86','12215','1','1464499633','1464499633','1'
'748409','1048','12215','1','1464499633','1464499633','1'
'748410','1105','12215','1','1464499633','1464499633','1'
'748411','1106','12215','1','1464499633','1464499633','1'
'748412','236','12215','1','1464499633','1464499633','1'
'748413','20503','12215','1','1464499633','1464499633','1'
'748414','1082','12215','1','1464499633','1464499633','1'
'748415','1083','12215','1','1464499633','1464499633','1'
'748416','1271','12215','1','1464499633','1464499633','1'
'748417','1050','12215','1','1464499633','1464499633','1'
'748418','1051','12215','1','1464499633','1464499633','1'
'748419','1054','12215','1','1464499633','1464499633','1'
'748420','1107','12215','1','1464499633','1464499633','1'
'748421','613','12216','1','1464499633','1464499633','1'
'748422','980','12216','1','1464499633','1464499633','1'
'748423','981','12216','1','1464499633','1464499633','1'
'748424','982','12216','1','1464499633','1464499633','1'
'748425','759','12216','1','1464499633','1464499633','1'
'748426','984','12216','1','1464499633','1464499633','1'
'748427','985','12216','1','1464499633','1464499633','1'
'748428','986','12216','1','1464499633','1464499633','1'
'748429','1245','12216','1','1464499633','1464499633','1'
'748430','18522','12216','1','1464499633','1464499633','1'
'748431','927','12216','1','1464499633','1464499633','1'
'748432','988','12216','1','1464499633','1464499633','1'
'748433','20504','12216','1','1464499633','1464499633','1'
'748434','20505','12216','1','1464499633','1464499633','1'
'748435','1089','12216','1','1464499633','1464499633','1'
'748436','1090','12216','1','1464499633','1464499633','1'
'748437','499','12216','1','1464499633','1464499633','1'
'748438','1091','12216','1','1464499633','1464499633','1'
'748439','20506','12216','1','1464499633','1464499633','1'
'748440','1092','12216','1','1464499633','1464499633','1'
'748441','993','12216','1','1464499633','1464499633','1'
'748442','14','12216','1','1464499633','1464499633','1'
'748443','15','12216','1','1464499633','1464499633','1'
'748444','890','12216','1','1464499633','1464499633','1'
'748445','1154','12216','1','1464499633','1464499633','1'
'748446','998','12216','1','1464499633','1464499633','1'
'748447','1137','12216','1','1464499633','1464499633','1'
'748448','1093','12216','1','1464499633','1464499633','1'
'748449','1094','12216','1','1464499633','1464499633','1'
'748450','6509','12216','1','1464499633','1464499633','1'
'748451','20507','12216','1','1464499633','1464499633','1'
'748452','20508','12216','1','1464499633','1464499633','1'
'748453','1098','12216','1','1464499633','1464499633','1'
'748454','1004','12216','1','1464499633','1464499633','1'
'748455','197','12216','1','1464499633','1464499633','1'
'748456','1010','12216','1','1464499633','1464499633','1'
'748457','1196','12216','1','1464499634','1464499634','1'
'748458','1013','12216','1','1464499634','1464499634','1'
'748459','20509','12216','1','1464499634','1464499634','1'
'748460','1015','12216','1','1464499634','1464499634','1'
'748461','1017','12216','1','1464499634','1464499634','1'
'748462','1018','12216','1','1464499634','1464499634','1'
'748463','1162','12216','1','1464499634','1464499634','1'
'748464','1198','12216','1','1464499634','1464499634','1'
'748465','1164','12216','1','1464499634','1464499634','1'
'748466','1165','12216','1','1464499634','1464499634','1'
'748467','1020','12216','1','1464499634','1464499634','1'
'748468','896','12216','1','1464499634','1464499634','1'
'748469','1100','12216','1','1464499634','1464499634','1'
'748470','1023','12216','1','1464499634','1464499634','1'
'748471','1024','12216','1','1464499634','1464499634','1'
'748472','1025','12216','1','1464499634','1464499634','1'
'748473','1026','12216','1','1464499634','1464499634','1'
'748474','1170','12216','1','1464499634','1464499634','1'
'748475','6514','12216','1','1464499634','1464499634','1'
'748476','202','12216','1','1464499634','1464499634','1'
'748477','36','12216','1','1464499634','1464499634','1'
'748478','1027','12216','1','1464499634','1464499634','1'
'748479','1101','12216','1','1464499634','1464499634','1'
'748480','1102','12216','1','1464499634','1464499634','1'
'748481','1029','12216','1','1464499634','1464499634','1'
'748482','1030','12216','1','1464499634','1464499634','1'
'748483','20510','12216','1','1464499634','1464499634','1'
'748484','20511','12216','1','1464499634','1464499634','1'
'748485','589','12216','1','1464499634','1464499634','1'
'748486','1031','12216','1','1464499634','1464499634','1'
'748487','20512','12216','1','1464499634','1464499634','1'
'748488','1035','12216','1','1464499634','1464499634','1'
'748489','1036','12216','1','1464499634','1464499634','1'
'748490','945','12216','1','1464499634','1464499634','1'
'748491','1037','12216','1','1464499634','1464499634','1'
'748492','1038','12216','1','1464499634','1464499634','1'
'748493','20513','12216','1','1464499634','1464499634','1'
'748494','1264','12216','1','1464499634','1464499634','1'
'748495','1265','12216','1','1464499634','1464499634','1'
'748496','130','12216','1','1464499634','1464499634','1'
'748497','1041','12216','1','1464499634','1464499634','1'
'748498','1203','12216','1','1464499634','1464499634','1'
'748499','232','12216','1','1464499634','1464499634','1'
'748500','1044','12216','1','1464499634','1464499634','1'
'748501','1045','12216','1','1464499634','1464499634','1'
'748502','1046','12216','1','1464499634','1464499634','1'
'748503','1103','12216','1','1464499634','1464499634','1'
'748504','1047','12216','1','1464499634','1464499634','1'
'748505','86','12216','1','1464499634','1464499634','1'
'748506','1104','12216','1','1464499634','1464499634','1'
'748507','2011','12216','1','1464499634','1464499634','1'
'748508','1106','12216','1','1464499634','1464499634','1'
'748509','1187','12216','1','1464499634','1464499634','1'
'748510','1082','12216','1','1464499634','1464499634','1'
'748511','347','12216','1','1464499634','1464499634','1'
'748512','1271','12216','1','1464499634','1464499634','1'
'748513','1051','12216','1','1464499634','1464499634','1'
'748514','5508','12216','1','1464499634','1464499634','1'
'748515','20514','12216','1','1464499634','1464499634','1'
'748516','1107','12216','1','1464499634','1464499634','1'
'748517','613','12217','1','1464499634','1464499634','1'
'748518','980','12217','1','1464499634','1464499634','1'
'748519','981','12217','1','1464499634','1464499634','1'
'748520','982','12217','1','1464499634','1464499634','1'
'748521','759','12217','1','1464499634','1464499634','1'
'748522','984','12217','1','1464499634','1464499634','1'
'748523','985','12217','1','1464499634','1464499634','1'
'748524','986','12217','1','1464499634','1464499634','1'
'748525','1245','12217','1','1464499634','1464499634','1'
'748526','18522','12217','1','1464499634','1464499634','1'
'748527','927','12217','1','1464499634','1464499634','1'
'748528','988','12217','1','1464499634','1464499634','1'
'748529','20504','12217','1','1464499635','1464499635','1'
'748530','20505','12217','1','1464499635','1464499635','1'
'748531','1089','12217','1','1464499635','1464499635','1'
'748532','1090','12217','1','1464499635','1464499635','1'
'748533','499','12217','1','1464499635','1464499635','1'
'748534','1091','12217','1','1464499635','1464499635','1'
'748535','20506','12217','1','1464499635','1464499635','1'
'748536','1092','12217','1','1464499635','1464499635','1'
'748537','993','12217','1','1464499635','1464499635','1'
'748538','14','12217','1','1464499635','1464499635','1'
'748539','15','12217','1','1464499635','1464499635','1'
'748540','890','12217','1','1464499635','1464499635','1'
'748541','1154','12217','1','1464499635','1464499635','1'
'748542','998','12217','1','1464499635','1464499635','1'
'748543','1137','12217','1','1464499635','1464499635','1'
'748544','1093','12217','1','1464499635','1464499635','1'
'748545','1094','12217','1','1464499635','1464499635','1'
'748546','6509','12217','1','1464499635','1464499635','1'
'748547','20507','12217','1','1464499635','1464499635','1'
'748548','20508','12217','1','1464499635','1464499635','1'
'748549','1098','12217','1','1464499635','1464499635','1'
'748550','1004','12217','1','1464499635','1464499635','1'
'748551','197','12217','1','1464499635','1464499635','1'
'748552','1010','12217','1','1464499635','1464499635','1'
'748553','1196','12217','1','1464499635','1464499635','1'
'748554','1013','12217','1','1464499635','1464499635','1'
'748555','20509','12217','1','1464499635','1464499635','1'
'748556','1015','12217','1','1464499635','1464499635','1'
'748557','1017','12217','1','1464499635','1464499635','1'
'748558','1018','12217','1','1464499635','1464499635','1'
'748559','1162','12217','1','1464499635','1464499635','1'
'748560','1198','12217','1','1464499635','1464499635','1'
'748561','1164','12217','1','1464499635','1464499635','1'
'748562','1165','12217','1','1464499635','1464499635','1'
'748563','1020','12217','1','1464499635','1464499635','1'
'748564','896','12217','1','1464499635','1464499635','1'
'748565','1100','12217','1','1464499635','1464499635','1'
'748566','1023','12217','1','1464499635','1464499635','1'
'748567','1024','12217','1','1464499635','1464499635','1'
'748568','1025','12217','1','1464499635','1464499635','1'
'748569','1026','12217','1','1464499635','1464499635','1'
'748570','1170','12217','1','1464499635','1464499635','1'
'748571','6514','12217','1','1464499635','1464499635','1'
'748572','202','12217','1','1464499635','1464499635','1'
'748573','36','12217','1','1464499635','1464499635','1'
'748574','1027','12217','1','1464499635','1464499635','1'
'748575','1101','12217','1','1464499635','1464499635','1'
'748576','1102','12217','1','1464499635','1464499635','1'
'748577','1029','12217','1','1464499635','1464499635','1'
'748578','1030','12217','1','1464499635','1464499635','1'
'748579','20510','12217','1','1464499635','1464499635','1'
'748580','20511','12217','1','1464499635','1464499635','1'
'748581','589','12217','1','1464499635','1464499635','1'
'748582','1031','12217','1','1464499635','1464499635','1'
'748583','20512','12217','1','1464499635','1464499635','1'
'748584','1035','12217','1','1464499635','1464499635','1'
'748585','1036','12217','1','1464499635','1464499635','1'
'748586','945','12217','1','1464499635','1464499635','1'
'748587','1037','12217','1','1464499635','1464499635','1'
'748588','1038','12217','1','1464499635','1464499635','1'
'748589','20513','12217','1','1464499635','1464499635','1'
'748590','40','12217','1','1464499635','1464499635','1'
'748591','1264','12217','1','1464499635','1464499635','1'
'748592','1265','12217','1','1464499635','1464499635','1'
'748593','130','12217','1','1464499635','1464499635','1'
'748594','1041','12217','1','1464499635','1464499635','1'
'748595','1203','12217','1','1464499635','1464499635','1'
'748596','232','12217','1','1464499635','1464499635','1'
'748597','1044','12217','1','1464499635','1464499635','1'
'748598','1045','12217','1','1464499635','1464499635','1'
